title,id,actors,director,composer,writer,producer,budget,genres,genre_encoding,runtime,origin_country,overview,release_year,vote_average,parents_rating,user_rating,plot_vector
Smile 2,1100782,"['Naomi Scott', 'Rosemarie DeWitt', 'Lukas Gage']",Parker Finn,Cristóbal Tapia de Veer,,Robert Salerno,28000000,"['Horror', 'Mystery']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",127,['US'],"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",2024,6.599,18,3.0,"[0.04914534091949463, 0.16384178400039673, 0.012207060120999813, 0.04823493957519531, 0.05338161811232567, -0.09744568914175034, -0.004389272537082434, 0.07817774266004562, -0.06698547303676605, 2.1540517807006836, -0.1492849588394165, -0.024586845189332962, -0.018294796347618103, -0.05703353509306908, -0.0019160020165145397, -0.07301093637943268, -0.07941664010286331, 0.8406527638435364, -0.15913026034832, -0.02138114906847477, 0.05138792470097542, -0.03454596921801567, -0.09825129806995392, 0.02160760574042797, -0.018292464315891266, 0.008809125982224941, 0.07457245886325836, 0.021488144993782043, -0.051938168704509735, 0.0512574277818203, 0.033814314752817154, -0.008601934649050236, -0.21374933421611786, 0.029414286836981773, 0.18434906005859375, -0.041942331939935684, 0.03982369601726532, 0.06413143873214722, 0.0481489822268486, -0.07264844328165054, 0.103234201669693, -0.0038916687481105328, -0.014748431742191315, -0.010631654411554337, -0.02093592658638954, 0.033214885741472244, -0.13609910011291504, 0.04974664747714996, 0.005245079752057791, -0.00022207049187272787, -0.003774733981117606, 0.011202218011021614, -0.11537562310695648, 0.018890878185629845, -0.035657092928886414, 0.10205269604921341, 0.003042824100703001, -0.07675594091415405, 0.08807617425918579, -0.09779811650514603, 0.03967812657356262, 0.06393787264823914, -0.04684513434767723, -0.06630010157823563, -0.027864478528499603, -0.024007363244891167, 0.04756014049053192, -0.04351324960589409, -0.010744990780949593, 0.08252191543579102, 0.09552665799856186, -0.0621202252805233, 0.081382617354393, 0.0033346673008054495, 0.08818486332893372, 0.009765725582838058, -0.0034387933555990458, -0.03502821549773216, -0.02134542539715767, 0.045488324016332626, -0.004140662960708141, 0.03128674626350403, -0.176317498087883, 0.03286384791135788, 0.08812185376882553, -0.20976470410823822, -0.06781809777021408, -0.024248264729976654, 0.11000403016805649, 0.17931658029556274, -0.10954257100820541, 0.06360667198896408, -0.03901463374495506, -0.017127810046076775, -0.03830546885728836, 0.012189136818051338, -0.022237226366996765, 0.007332185748964548, -0.10184454172849655, -0.06396069377660751, 0.06748677790164948, -0.03368159756064415, -0.0975724533200264, -0.11885885894298553, 0.039718326181173325, -0.8783717155456543, -0.008528722450137138, 0.061277151107788086, 0.014441265724599361, -0.037037305533885956, -0.013911260291934013, -0.08005776256322861, 0.0761188194155693, -0.08878081291913986, -0.06458211690187454, -0.0662885308265686, -0.02451726607978344, 0.0614980012178421, 0.08130995184183121, 0.041055090725421906, 0.02326199784874916, 0.03714916482567787, -0.08006887882947922, 0.014804717153310776, -0.05551193282008171, 0.03663055971264839, -0.005591293331235647, 0.001997097162529826, 0.0234486386179924, 0.009506739675998688, -0.01385471597313881, -0.12722428143024445, -0.004852961283177137, 0.11061602085828781, 0.1245780810713768, -0.02038816176354885, -0.10817126929759979, 0.0552973672747612, -0.04598681256175041, -0.027799038216471672, -1.2056317329406738, -0.07925956696271896, 0.06130301579833031, 0.011572443880140781, -0.007069475017488003, -0.05489785596728325, 0.0336134247481823, 0.10495001077651978, -0.012659037485718727, -0.07697344571352005, -0.020895516499876976, 0.013229340314865112, 0.16408386826515198, 0.09252859652042389, -0.08456779271364212, -0.036200519651174545, 0.0032368237152695656, 0.009853988885879517, -0.038601286709308624, -0.05061003565788269, -0.019069580361247063, 0.0711841732263565, -0.037911444902420044, 0.002223707502707839, -0.0061760046519339085, -0.0869811549782753, 0.09664782881736755, -0.008616591803729534, 0.15662509202957153, -0.062110576778650284, -0.036571044474840164, -0.06188671290874481, 0.12731215357780457, 0.024523040279746056, 0.005464423447847366, 0.05546789616346359, 0.018203752115368843, -0.0906069427728653, -0.03651326894760132, -0.061217017471790314, 0.10312088578939438, 0.014654348604381084, -0.010023151524364948, -0.010430472902953625, 0.07140862196683884, -0.00844933558255434, -0.001062865019775927, -0.0025901750195771456, -0.047707200050354004, 0.017209000885486603, -0.02693050727248192, -0.07561561465263367, 0.03011896274983883, 0.10548482090234756, -0.09234395623207092, 0.0784972757101059, -0.0047030579298734665, 0.04152338579297066, -0.11820898205041885, 0.17557910084724426, -0.039446089416742325, -0.06798956543207169, -0.1073494404554367, -0.0008214364643208683, 0.11132463812828064, 0.017872558906674385, 0.07349370419979095, 0.06967001408338547, -0.06173018738627434, 0.009575595147907734, -0.13609296083450317, -0.18838365375995636, -0.04893884062767029, -0.05242004990577698, -0.06556089967489243, 0.09432339668273926, 0.023487303406000137, 0.005191254895180464, 0.01287959422916174, -0.0012973309494554996, 0.04610884189605713, 0.034735698252916336, -0.11242414265871048, -0.03388407826423645, -0.13467790186405182, -0.05587467923760414, -0.01264125294983387, 0.05446327477693558, 0.03248429670929909, 0.04526859149336815, -0.02247896045446396, 0.0010989810107275844, 0.11945243924856186, 0.09058879315853119, -0.04714683070778847, -0.029365312308073044, -0.1904584765434265, -0.018340369686484337, -0.07772497832775116, -0.03727760538458824, 0.06922595947980881, 0.004231109283864498, 0.03394920378923416, 0.0014378712512552738, 0.026674238964915276, -0.11183846741914749, -0.14203161001205444, -0.004258100874722004, -0.024407515302300453, 0.011623232625424862, 0.00037079222965985537, -0.03884388878941536, 0.1004362404346466, 0.016986608505249023, -0.023390600457787514, 0.15678571164608002, 0.06533953547477722, -0.03432265296578407, -0.020155809819698334, 0.10063032805919647, -0.0002780468494165689, 0.17002928256988525, -0.0011457428336143494, 0.028783736750483513, 0.11762481182813644, -0.10279125720262527, -0.06278165429830551, -0.01398802362382412, 0.1804983913898468, 0.004969844128936529, -0.01899714209139347, -0.04061148315668106, -0.0707186684012413, -0.13488265872001648, -0.02442077361047268, -0.012879868037998676, -0.020496223121881485, 0.04435664787888527, 0.05206722766160965, 0.1528869867324829, 0.20677997171878815, 0.05728435516357422, 0.0018003436271101236, -0.0037010167725384235, -0.10128361731767654, -0.013529463671147823, 0.20589827001094818, -0.03846507519483566, 0.14097169041633606, -0.15907923877239227, -0.1604081392288208, 0.15794235467910767, 0.07138217240571976, -0.06806513667106628, -0.047860708087682724, 0.04321650043129921, -0.0016880951588973403, 0.07670701295137405, -0.035075146704912186, -0.01503398921340704]"
Heretic,1138194,"['Hugh Grant', 'Sophie Thatcher', 'Chloe East']",Scott Beck,,,Scott Beck,10000000,"['Horror', 'Thriller']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",111,['US'],"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",2024,7.197,15,3.0,"[-0.04910949990153313, 0.06701231747865677, -0.1167105883359909, -0.05235402658581734, 0.04426462575793266, -0.09483233094215393, 0.04220651835203171, -1.9465622244752012e-05, -0.005548936780542135, 2.166388750076294, -0.07528554648160934, 0.009893683716654778, -0.024863580241799355, -0.10846352577209473, -0.12522873282432556, -0.048555001616477966, -0.06428026407957077, 0.8120089173316956, -0.10452800989151001, 0.006521737668663263, -0.03221510350704193, -0.11323246359825134, -0.04395624250173569, -0.03693029284477234, 0.09237568080425262, -0.09282120317220688, -0.15448391437530518, 0.01869821920990944, 0.026214923709630966, -0.04364202171564102, -0.10108616203069687, 0.10382167994976044, -0.15735328197479248, 0.03485594317317009, 0.11984783411026001, -0.06262893229722977, -0.029580354690551758, -0.014189568348228931, -0.03393731638789177, -0.07007237523794174, -0.00980390328913927, -0.0018864270532503724, 0.023358499631285667, -0.1250973790884018, 0.07607565820217133, -0.02047925442457199, -0.09842956811189651, 0.0496397539973259, 0.015203026123344898, 0.04456990212202072, -0.06485432386398315, 0.08159162849187851, -0.18341092765331268, 0.027901865541934967, -0.03830811753869057, 0.0030565003398805857, -0.0599554218351841, 0.013213631696999073, -0.021862344816327095, -0.05207716301083565, 0.06195154786109924, 0.07638540118932724, -0.02624557912349701, -0.018683815374970436, 0.039456211030483246, 0.0011593615636229515, -0.03393293172121048, -0.029730815440416336, 0.06567228585481644, 0.08573762327432632, 0.024943331256508827, 0.030602561309933662, 0.10142213106155396, 0.03594772890210152, 0.11075102537870407, -0.0362650565803051, 0.074388787150383, -0.14439044892787933, 0.011784062720835209, 0.11317748576402664, -0.06220247969031334, 0.07243625074625015, -0.1803082525730133, -0.04108501598238945, 0.02860625833272934, -0.16531804203987122, 0.06485900282859802, -0.11280181258916855, 0.028538314625620842, 0.1000392809510231, -0.09328564256429672, 0.1032915934920311, 0.014735841192305088, 0.012790510430932045, 0.03849470987915993, -0.09068846702575684, 0.021490901708602905, -0.11688316613435745, -0.046208951622247696, -0.060147155076265335, -0.039129823446273804, 0.08422094583511353, -0.06898461282253265, -0.0649297684431076, 0.051339562982320786, -0.7031636834144592, -0.007767835631966591, 0.06652800738811493, 0.030650606378912926, 0.022157402709126472, 0.10718686878681183, -0.07272370159626007, 0.0637422502040863, -0.1944083571434021, -0.004919756203889847, 0.014620663598179817, -0.03002510592341423, 0.02936449833214283, -0.0689849853515625, 0.0657496303319931, 0.03961187228560448, -0.05078573152422905, 0.0935564711689949, -0.03908756747841835, -0.02396729402244091, -0.023810621351003647, 0.027128709480166435, -0.044752784073352814, -0.055257733911275864, 0.016330691054463387, -0.008732368238270283, 0.007879296317696571, -0.11905810981988907, 0.023813921958208084, 0.023951945826411247, 0.025143539533019066, 0.008723330684006214, 0.0461321696639061, -0.021003905683755875, -0.04619310423731804, -1.273303508758545, 0.007245166692882776, 0.04445331543684006, -0.015587417408823967, 0.003386025782674551, 0.023757055401802063, 0.012798896059393883, -0.02857924811542034, 0.06881976127624512, -0.12242875248193741, -0.05293223261833191, -0.019206475466489792, 0.10452721267938614, -0.016963696107268333, -0.06274942308664322, 0.039970554411411285, -0.1257898062467575, 0.01531267911195755, -0.08935356885194778, -0.1081249937415123, 0.06496089696884155, -0.06777861714363098, 0.0033431591000407934, -0.02518192119896412, 0.026138251647353172, -0.12823988497257233, 0.094261035323143, -0.10097420960664749, 0.09467145800590515, 0.08408267050981522, 0.016349846497178078, 0.0555112287402153, 0.09781549870967865, 0.032969940453767776, -0.07566928118467331, 0.04158550500869751, -0.023292219266295433, 0.022439906373620033, 0.036474891006946564, -0.0503341369330883, 0.054471541196107864, 0.013159490190446377, 0.015016129240393639, -0.02709312178194523, -0.14305856823921204, 0.03429935500025749, 0.03179439157247543, 0.005176077131181955, 0.09445595741271973, -0.026085184887051582, -0.0178398247808218, 0.05557591840624809, 0.057295311242341995, 0.049029696732759476, -0.09045778959989548, 0.12216152995824814, -0.02296551503241062, 0.053802866488695145, -0.01740555465221405, 0.1418394297361374, -0.07212641835212708, -0.010060911998152733, -0.020887022837996483, -0.013269465416669846, 0.14495804905891418, -0.030558131635189056, 0.07827408611774445, -0.0027507736813277006, 0.021234193816781044, 0.03761783242225647, -0.051424868404865265, -0.00567997619509697, -0.039159152656793594, -0.06910420209169388, 0.04715186357498169, 0.09020509570837021, 0.031188055872917175, 0.03791899234056473, -0.17027586698532104, -0.031627949327230453, -0.027553750202059746, -0.04379499331116676, -0.10337644070386887, -0.03051687218248844, -0.016444841399788857, -0.016914045438170433, -0.016371915116906166, 0.1643809825181961, 0.0026647443883121014, 0.013614828698337078, -0.09751269966363907, 0.04973120987415314, 0.01757354661822319, 0.04866015166044235, -0.021261531859636307, -0.06661573797464371, -0.09170342236757278, -0.007697866298258305, -0.06148688495159149, 0.03469720482826233, -0.007991763763129711, 0.04972268268465996, -0.0018882909789681435, 0.022072838619351387, 0.0278155580163002, -0.16242995858192444, -0.15988869965076447, -0.12035924196243286, -0.09151046723127365, 0.11470818519592285, -0.056100714951753616, 0.06832025945186615, -0.11498334258794785, 0.0028345801401883364, 0.037161935120821, 0.16108381748199463, 0.014712514355778694, -0.04678791016340256, 0.011674287728965282, 0.06814491003751755, 0.08186294883489609, 0.12646014988422394, 0.018538551405072212, 0.0812225267291069, 0.07829909771680832, 0.04000449553132057, -0.026279322803020477, 0.07627227157354355, 0.14510373771190643, 0.008763418532907963, 0.02811983972787857, 0.021325264126062393, -0.06553513556718826, -0.11406447738409042, -0.10793104022741318, -0.050719015300273895, 0.02009744942188263, 0.11779394745826721, 0.003391045844182372, 0.1677328646183014, 0.17776064574718475, 0.09671109169721603, 0.026909781619906425, -0.002147120190784335, 0.015266992151737213, -0.06618108600378036, 0.12961667776107788, -0.08931133896112442, 0.069318987429142, -0.06634346395730972, -0.19970278441905975, 0.03933879733085632, 0.011517084203660488, -0.026826798915863037, -0.020991187542676926, 0.16130514442920685, 0.04543760418891907, 0.02911202609539032, 0.039792731404304504, -0.049335598945617676]"
Twisters,718821,"['Daisy Edgar-Jones', 'Glen Powell', 'Anthony Ramos']",Lee Isaac Chung,Benjamin Wallfisch,Mark L. Smith,Frank Marshall,155000000,"['Thriller', 'Action']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",123,['US'],"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",2024,6.9,15,3.0,"[0.001400104956701398, 0.08015431463718414, -0.0364578478038311, -0.10413162410259247, 0.061325035989284515, -0.04379205405712128, -0.0034209019504487514, 0.15125297009944916, -0.0026917981449514627, 2.101301431655884, -0.09751930832862854, -0.09507386386394501, 0.022481564432382584, -0.050175365060567856, -0.05898011848330498, 0.011416123248636723, -0.008604228496551514, 0.7914319634437561, -0.12632961571216583, -0.09422580897808075, -0.017138468101620674, -0.06658446788787842, -0.03926371783018112, -0.011005370877683163, 0.04090246930718422, 0.044089388102293015, -0.12045750021934509, 0.03467848151922226, -0.03107893280684948, 0.07641282677650452, -0.013115352019667625, 0.06187250837683678, -0.14935585856437683, 0.08192309737205505, 0.08922097086906433, -0.026296384632587433, 0.011404835619032383, -0.013532987795770168, -0.011370337568223476, 0.014991396106779575, -0.011629114858806133, 0.08089990168809891, 0.0022994824685156345, 0.057651322335004807, -0.07113885879516602, -0.03532291203737259, -0.1404382288455963, 0.041249554604291916, -0.07831716537475586, -0.02774992398917675, 0.05757865309715271, 0.006427074316889048, -0.12665803730487823, -0.0019326742039993405, -0.14079903066158295, 0.0488428995013237, -0.04503322020173073, 0.012200050987303257, 0.0038822463247925043, 0.008755451999604702, 0.01638893410563469, 0.0710233747959137, -0.011560022830963135, 0.10526751726865768, 0.027397464960813522, 0.0424850657582283, 0.018387753516435623, -0.001715653925202787, 0.03902912512421608, 0.05227450653910637, 0.04510387405753136, -0.038337670266628265, 0.0844610333442688, 0.0685005858540535, -0.014004094526171684, -0.0480080172419548, 0.005505816079676151, -0.013646378181874752, 0.07781550288200378, 0.08329477161169052, -0.063707135617733, 0.07643138617277145, -0.09242367744445801, 0.0016965519171208143, 0.09535890817642212, -0.09247691184282303, -0.08373317867517471, 0.03488633781671524, -0.004543289076536894, 0.10327492654323578, -0.1135956197977066, -0.0060873134061694145, -0.058041416108608246, -0.018367145210504532, 0.10730879753828049, -0.032015204429626465, -0.03350163251161575, -0.012062402442097664, -0.06163628771901131, -0.1150202751159668, 0.034502994269132614, -0.016986846923828125, -0.06454485654830933, -0.0678386241197586, 0.06297861039638519, -0.9044709205627441, 0.007333043031394482, 0.09108595550060272, 0.018208233639597893, -0.0664510652422905, 0.05673779174685478, -0.15495269000530243, 0.10823643952608109, -0.07508204132318497, -0.03323027119040489, 0.05327433720231056, 0.03633352369070053, 0.12644246220588684, -0.06569699943065643, 0.01043989323079586, -0.1344805508852005, 0.0031396423000842333, -0.045684169977903366, -0.08702265471220016, 0.03296658396720886, -0.0009836241370067, 0.0515427328646183, 0.0353371687233448, -0.027389947324991226, 0.011651023291051388, -0.04803910106420517, -0.07531186938285828, -0.013553407974541187, -0.06905950605869293, 0.11718206107616425, 0.08165453374385834, -0.11567651480436325, -0.015396504662930965, 0.04740149900317192, 0.009463941678404808, -1.0861223936080933, -0.017932970076799393, 0.11548639833927155, 0.02948445826768875, 0.06135288625955582, 0.041876327246427536, 0.03698663040995598, 0.050738610327243805, 0.03495475649833679, 0.009421203285455704, -0.06022285297513008, -0.07551039755344391, 0.09412355720996857, 0.1372305154800415, -0.08219777792692184, -0.0751793384552002, -0.12384415417909622, 0.059930115938186646, -0.07040023058652878, -0.03588677942752838, 0.04077179729938507, 0.13311077654361725, -0.07233326882123947, 0.027018483728170395, -0.011890842579305172, -0.05038006976246834, 0.09279563277959824, -0.035288188606500626, 0.09582171589136124, 0.07855391502380371, 0.05673341080546379, -0.010374817065894604, 0.027681535109877586, 0.06981312483549118, -0.008692098781466484, 0.019427532330155373, 0.019384166225790977, 0.0007172036566771567, 0.0389036163687706, -0.10472570359706879, 0.07647557556629181, 0.03703983128070831, -0.08417314291000366, 0.03782898932695389, -0.04485250636935234, 0.06216004490852356, -0.06684237718582153, -0.023061299696564674, -0.0364803783595562, -0.042599111795425415, 0.09162399172782898, -0.036552827805280685, 0.0788303092122078, 0.099250927567482, -0.11365721374750137, 0.14592954516410828, -0.06617046147584915, 0.04486937075853348, -0.09259186685085297, 0.14055921137332916, -0.061197638511657715, -0.14049479365348816, 0.05106339231133461, 0.012756528332829475, 0.08232559263706207, -0.02920173481106758, 0.017590761184692383, 0.01599065214395523, -0.08712048828601837, -0.0021631880663335323, -0.10661786049604416, -0.042113810777664185, 0.018481910228729248, 0.010022835806012154, -0.0656580775976181, 0.011861326172947884, -0.052653200924396515, -0.003772857366129756, -0.1094958633184433, -0.04203670844435692, 0.046132586896419525, 0.037135329097509384, -0.09325067698955536, -0.027581024914979935, -0.05374276265501976, -0.0900338813662529, -0.018494034186005592, 0.03157402202486992, -0.01036286074668169, 0.09555572271347046, -0.11475258320569992, 0.014553592540323734, 0.03531086817383766, 0.07917022705078125, -0.07173911482095718, -0.03902716934680939, -0.08862805366516113, -0.054713957011699677, -0.06378968805074692, 0.00807146169245243, 0.04034169018268585, -0.01696385256946087, 0.0686652883887291, 0.07350116968154907, -0.012620070017874241, -0.08858556300401688, -0.060055460780858994, 0.03285577520728111, -0.020637743175029755, -0.04895789176225662, 0.011422893032431602, 0.035428836941719055, -0.023024892434477806, -0.060735080391168594, 0.01307243388146162, 0.04453294724225998, 0.014307981356978416, -0.0028148782439529896, -0.08404764533042908, -0.004630914889276028, 0.10818099975585938, 0.16454288363456726, 0.009874018840491772, 0.02129879780113697, 0.05354750528931618, -0.07245771586894989, -0.017408905550837517, 0.036226432770490646, 0.12239613384008408, -0.02697709947824478, -0.10831733047962189, 0.08470820635557175, -0.08053437620401382, -0.09398796409368515, -0.00553042022511363, -0.09742136299610138, 0.006420096382498741, 0.05802502855658531, -0.09876010566949844, 0.1286107450723648, 0.129000723361969, -0.04975723847746849, -0.15499795973300934, 0.01802416518330574, -0.01258218102157116, -0.05748477950692177, 0.1487637609243393, -0.07445209473371506, 0.13217423856258392, -0.10363601893186569, -0.2251635640859604, 0.056385643780231476, 0.003625323064625263, -0.05594874918460846, -0.07280874997377396, 0.05964686721563339, -0.013916056603193283, -0.011576983146369457, -0.057349853217601776, -0.07473325729370117]"
Furiosa: A Mad Max Saga,786892,"['Anya Taylor-Joy', 'Chris Hemsworth', 'Tom Burke']",George Miller,Tom Holkenborg,,George Miller,170000000,"['Action', 'Science Fiction', 'Adventure']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",149,"['AU', 'US']","As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",2024,7.5,15,4.0,"[0.011001598089933395, 0.02191927097737789, -0.06858763098716736, -0.01816866174340248, 0.055280089378356934, -0.0335988812148571, -0.03934943675994873, 0.07414141297340393, 0.020374370738863945, 2.18544602394104, -0.1280308961868286, -0.02703830599784851, 0.0018767198780551553, -0.05446355417370796, -0.043968621641397476, -0.09931668639183044, -0.06012437120079994, 0.798441469669342, -0.13758741319179535, -0.008933703415095806, -0.042479805648326874, -0.10913629829883575, -0.04953806474804878, -0.001069710124284029, -0.007351370062679052, 0.006899163592606783, -0.04407726600766182, 0.010170519351959229, -0.01777765341103077, 0.05227329209446907, 0.0027481955476105213, 0.11257607489824295, -0.10310874134302139, 0.04538298398256302, 0.14809685945510864, -0.11223916709423065, -0.002002105349674821, 0.016261450946331024, 0.007698614150285721, -0.025918904691934586, 0.043350476771593094, 0.08941558748483658, 0.01854838989675045, -0.1467970609664917, 0.07301057130098343, -0.008838002569973469, -0.12987010180950165, 0.026640083640813828, 0.01322250161319971, -0.024511829018592834, -0.029135268181562424, 0.07346982508897781, -0.09144672006368637, 0.05742635950446129, 0.029695970937609673, 0.053821396082639694, 0.02136997878551483, 0.015073603019118309, -0.003644029377028346, -0.036944225430488586, -0.04180634394288063, -0.0002077631070278585, -0.0022878400050103664, 0.11074261367321014, -0.0034592647571116686, 0.023793555796146393, 0.01718710921704769, 0.03745361045002937, 0.007380480412393808, 0.05138755962252617, -0.010710179805755615, -0.01558627001941204, 0.08204048126935959, 0.03309289366006851, 0.04529314488172531, -0.03807709366083145, 0.045809708535671234, -0.04954402521252632, 0.010547670535743237, 0.06707962602376938, -0.024730047211050987, 0.137098491191864, -0.0981479212641716, -0.03215955197811127, 0.025844449177384377, -0.14280568063259125, -0.11410509049892426, -0.06146831065416336, 0.049099989235401154, 0.08792770653963089, -0.08364949375391006, 0.036129917949438095, 0.036264821887016296, 0.0013464766088873148, 0.04184497520327568, -0.06121382117271423, -0.01702629029750824, -0.04016774892807007, -0.013775533065199852, -0.006576853804290295, 0.06306611001491547, 0.008636650629341602, -0.06717981398105621, -0.0838978961110115, -0.04441453143954277, -0.7681770324707031, -0.017119498923420906, 0.034862615168094635, 0.0903487429022789, -0.05016838759183884, 0.055196601897478104, -0.12409611791372299, 0.0853021889925003, -0.08844713121652603, -0.016101544722914696, 0.03386622667312622, -0.054792363196611404, 0.08772923052310944, -0.036123767495155334, -0.03889698535203934, 0.01515537966042757, -0.05288109928369522, -0.031605225056409836, -0.02581515908241272, -0.046603988856077194, 0.022487442940473557, 0.01580323651432991, -0.038867704570293427, 0.030661381781101227, 0.05013053119182587, -0.06987988948822021, -0.052003975957632065, -0.007828491739928722, -0.03621956706047058, -0.014446591027081013, -0.011733475141227245, -0.0334438793361187, 0.027788709849119186, 0.03932459279894829, -0.020445508882403374, -1.1165523529052734, 0.013469720259308815, 0.08220755308866501, -0.054375167936086655, 0.027457505464553833, -0.017337648198008537, 0.016631634905934334, 0.032170847058296204, 0.009202844463288784, -0.00690787797793746, -0.09002035856246948, -0.05017891153693199, 0.12705735862255096, 0.006693935487419367, -0.09126531332731247, 0.0014931559562683105, -0.06923972070217133, 0.048944614827632904, -0.09082391858100891, 0.0018353946506977081, -0.008557346649467945, 0.07799210399389267, -0.043925244361162186, 0.01118377037346363, -0.02308746427297592, -0.13069316744804382, 0.10307158529758453, -0.06838712096214294, 0.1305750608444214, -0.0010355687700212002, 0.01675407961010933, 0.020053455606102943, 0.08355503529310226, 0.05875555798411369, -0.09283296763896942, 0.030436795204877853, -0.04437088221311569, -0.009539126418530941, -0.057503316551446915, -0.06247701123356819, 0.04996572807431221, -0.03649257495999336, -0.11074391007423401, -0.10166575014591217, -0.05135172978043556, -0.03227195516228676, -0.06290403753519058, -0.06839265674352646, 0.06285472214221954, -0.011714538559317589, -0.028450515121221542, -0.0013175851199775934, 8.232156687881798e-05, 0.11380200833082199, -0.05703667551279068, 0.1382179856300354, -0.03250323235988617, 0.0008742721402086318, -0.0994446724653244, 0.07168716937303543, -0.029356198385357857, -0.007784330286085606, -0.07977895438671112, -0.013971487991511822, 0.1374407261610031, 0.012666293419897556, 0.09730090200901031, -0.03244173899292946, -0.002581591485068202, -0.07300671190023422, -0.04232318326830864, -0.06256584078073502, -0.09887943416833878, -0.06842616945505142, 0.041833873838186264, 0.060370735824108124, -0.03961757570505142, 0.0328398160636425, -0.055963292717933655, 0.05111517012119293, 0.00035953058977611363, -0.02306586690247059, -0.09162075817584991, 0.01701429858803749, -0.057516541332006454, -0.006288560573011637, 0.03825629875063896, 0.14548498392105103, 0.020170392468571663, 0.060133349150419235, -0.08189275115728378, 0.03904722258448601, 0.03788524121046066, 0.04834502562880516, -0.07365618646144867, -0.10068221390247345, -0.044468026608228683, -0.02651711367070675, -0.04738585650920868, -0.013062539510428905, 0.01634017936885357, 0.09153111279010773, -0.030802706256508827, 0.08071169257164001, 0.13060921430587769, -0.10070283710956573, -0.07615555822849274, -0.10380257666110992, -0.06638357788324356, 0.017935743555426598, 0.061385445296764374, -4.793556854565395e-06, 0.0437048114836216, -0.023918472230434418, 0.06107358634471893, 0.21872888505458832, 0.08422227203845978, 0.04351460933685303, -0.07833889871835709, 0.06765405088663101, 0.011988972313702106, 0.1692313402891159, -0.01739536039531231, 0.08170599490404129, 0.06744755804538727, -0.08941163122653961, 0.02701641619205475, -0.022651901468634605, 0.1649290919303894, -0.01749812439084053, 0.02012862265110016, -0.06042475625872612, -0.11057869344949722, -0.1268012672662735, -0.044809430837631226, -0.015228533186018467, -0.031133681535720825, 0.1125057190656662, 0.05935152992606163, 0.11167328804731369, 0.16109585762023926, 0.042343780398368835, -0.024860458448529243, -0.06955664604902267, -0.017242252826690674, -0.09702269732952118, 0.13204576075077057, -0.06719408929347992, 0.16967055201530457, -0.13981126248836517, -0.1944972425699234, 0.06282968074083328, 0.021937260404229164, -0.07819613069295883, -0.10691402107477188, 0.09753434360027313, 0.06445864588022232, -0.00535825127735734, -0.03352014720439911, -0.03498072922229767]"
